0x0000: 0x41D5F626
0x3274: 0x2AEC09D9
0x3278: 0x0416812A
0x327C: 0x60FE5641
0x3280: 0x452BF84E
0x3284: 0x0C24CF8A
0x3288: 0x0997215E
0x328C: 0x02269F8C
0x3290: 0x50152D73
0x3294: 0x6836094B
0x3298: 0x0EC92A5E
0x329C: 0x40A6844F
0x32A0: 0x06FB5223
0x32A4: 0x7D895E46
0x32A8: 0x28794043
0x32AC: 0x4A10C51F
0x32B0: 0x2B15C6EB
0x32B4: 0x47239DB7
0x32B8: 0x385525EF
0x32BC: 0x27D1A548
0x32C0: 0x4B271267
0x32C4: 0x233DC9F9
0x32C8: 0x088F9878
0x32CC: 0x170D37BA
0x32D0: 0x21221D10
0x32D4: 0x4F38916B
0x32D8: 0x71683632
0x32DC: 0x74FE297E
0x32E0: 0x65101172
0x32E4: 0x765B9E3C
0x32E8: 0x4B236D85
0x32EC: 0x4B4686F8
0x32F0: 0x36BE779F
0x32F4: 0x45D6F8CB
0x32F8: 0x6C05DEB6
0x32FC: 0x7A699F5C
0x3300: 0x52861CF5
0x3304: 0x3B8EC1E5
0x3308: 0x45B25072
0x330C: 0x5B72196B
0x3310: 0x4A90664D
0x3314: 0x35D36A09
0x3318: 0x51981BAC
0x331C: 0x03C30C1C
0x3320: 0x45968E97
0x3324: 0x2496914B
0x3328: 0x176B016F
0x332C: 0x51D77458
0x3330: 0x74BC30D8
0x3334: 0x658D988C
0x3338: 0x53602206
0x333C: 0x6B3D42F1
0x3340: 0x39FB5A8C
0x3344: 0x22691C01
0x3348: 0x1691FC0B
0x334C: 0x202ED926
0x3350: 0x0B4EC7E0
0x3354: 0x77515399
0x3358: 0x6EFA7C34
0x335C: 0x5FDA24C4
0x3360: 0x7E05064C
0x3364: 0x6E517926
0x3368: 0x06B0738E
0x336C: 0x46B4AD29
0x3370: 0x63B5FF5A
0x3374: 0x5E1B31C3
0x3378: 0x3942FA71
0x337C: 0x1C8070F3
0x3380: 0x2F2F6469
0x3384: 0x7C3F3F6F
0x3388: 0x2DC8DC24
0x338C: 0x681B13F4
0x3390: 0x6F248965
0x3394: 0x5D0F5D39
0x3398: 0x063DD888
0x339C: 0x278D1A92
0x33A0: 0x6FAB9E61
0x33A4: 0x0EF654FD
0x33A8: 0x63898C77
0x33AC: 0x1F0BD6A3
0x33B0: 0x5CCA47F0
0x33B4: 0x10786262
0x33B8: 0x043FE807
0x33BC: 0x213491EA
0x33C0: 0x5A97BAD6
0x33C4: 0x5DC75BD2
0x33C8: 0x64DFD830
0x33CC: 0x571FC182
0x33D0: 0x58D897DC
0x33D4: 0x073B7B93
0x33D8: 0x24E95197
0x33DC: 0x7A7AA7FF
0x33E0: 0x7B7D4011
0x33E4: 0x0577F892
0x33E8: 0x3BA7B1F5
0x33EC: 0x38CB0F46
0x33F0: 0x1A117799
0x33F4: 0x7DD58FDE
0x33F8: 0x29F855DF
0x33FC: 0x6B2B352A
0x3400: 0x3530B773
0x3404: 0x00CD3AD8
0x3408: 0x37B5D282
0x340C: 0x1EF10C3F
0x3410: 0x02137A92
0x3414: 0x52EA8192
0x3418: 0x45F4748B
0x341C: 0x24DF296F
0x3420: 0x023D49DF
0x3424: 0x2C08A976
0x3428: 0x35C642B0
0x342C: 0x494DA86E
0x3430: 0x2E30E04C
0x3434: 0x216061E0
0x3438: 0x6F2C4882
0x343C: 0x53C57264
0x3440: 0x1DB2F049
0x3444: 0x0C8B8545
0x3448: 0x26609582
0x344C: 0x2644944B
0x3450: 0x114C1AC1
0x3454: 0x3E36F9F0
0x3458: 0x42E5F37A
0x345C: 0x49E06AFC
0x3460: 0x2E6F94E7
0x3464: 0x794BB619
0x3468: 0x44105C9A
0x346C: 0x74A2E350
0x3470: 0x5456CE5A
0x3474: 0x4B54537C
0x3478: 0x7D47CA27
0x347C: 0x214EE0D5
0x3480: 0x61E511FF
0x3484: 0x1A54B420
0x3488: 0x16C142C1
0x348C: 0x3B725020
0x3490: 0x0A549572
0x3494: 0x6BB0A9C3
0x3498: 0x47ADA56A
0x349C: 0x25D93A11
0x34A0: 0x07CE1E40
0x34A4: 0x6CAB5470
0x34A8: 0x5715FC13
0x34AC: 0x2A8C130B
0x34B0: 0x19281549
0x34B4: 0x7A25CDE4
0x34B8: 0x22B3A340
0x34BC: 0x384AA2F8
0x34C0: 0x54786F63
0x34C4: 0x5E480412
0x34C8: 0x5B8D52E6
0x34CC: 0x267A689A
0x34D0: 0x57F478D6
0x34D4: 0x5379286C
0x34D8: 0x1771B75E
0x34DC: 0x71649D0C
0x34E0: 0x39A78D0A
0x34E4: 0x581DF3C2
0x34E8: 0x5174E152
0x34EC: 0x416BC99A
0x34F0: 0x218DC976
0x34F4: 0x038A2126
0x34F8: 0x7C061642
0x34FC: 0x14E73C88
0x3500: 0x2153EE79
0x3504: 0x01C154B0
0x3508: 0x1C5B9634
0x350C: 0x7B502E19
0x3510: 0x349ADD02
0x3514: 0x440D5F62
0x3518: 0x5D868AB0
0x351C: 0x15CE4F1F
0x3520: 0x41974F20
0x3524: 0x785F70D4
0x3528: 0x11289EC1
0x352C: 0x7879FC0F
0x3530: 0x50F26248
0x3534: 0x67B6E8D3
0x3538: 0x2959AD87
0x353C: 0x0D57A07F
0x3540: 0x3CEAA0E0
0x3544: 0x44AE1E6B
0x3548: 0x6B795EBB
0x354C: 0x4F3388BE
0x3550: 0x08357929
0x3554: 0x73A12DB9
0x3558: 0x2D10E309
0x355C: 0x52E21750
0x3560: 0x6485D988
0x3564: 0x083196F0
0x3568: 0x785A7789
0x356C: 0x4E080199
0x3570: 0x20860257
0x3574: 0x4BBDA2EC
0x3578: 0x7812118C
0x357C: 0x1CED8745
0x3580: 0x5F24B4CF
0x3584: 0x63AD2E21
0x3588: 0x2D128791
0x358C: 0x0748E617
0x3590: 0x52ADDF73
0x3594: 0x2DAB8606
0x3598: 0x4517ACDB
0x359C: 0x27F48481
0x35A0: 0x6146AA94
0x35A4: 0x0C69DEB5
0x35A8: 0x7A878444
0x35AC: 0x597FB218
0x35B0: 0x2D8ACC85
0x35B4: 0x6679F539
0x35B8: 0x2FE63263
0x35BC: 0x697A40D2
0x35C0: 0x74C22D0B
0x35C4: 0x7F60D455
0x35C8: 0x24DBBFAF
0x35CC: 0x36E4A18F
0x35D0: 0x59323B88
0x35D4: 0x33DDF164
0x35D8: 0x28F37E91
0x35DC: 0x6271FF3B
0x35E0: 0x708A6020
0x35E4: 0x5C2476A4
0x35E8: 0x12711FF7
0x35EC: 0x7446BDE4
0x35F0: 0x047F2BFD
0x35F4: 0x3D817D9E
0x35F8: 0x3D3B8C3C
0x35FC: 0x4461AD1E
0x3600: 0x6FBCCC50
0x3604: 0x3930B123
0x3608: 0x34A3EA93
0x360C: 0x3A778C2E
0x3610: 0x373045CD
0x3614: 0x47081212
0x3618: 0x0532F5DF
0x361C: 0x5DEB9ED7
0x3620: 0x634DE854
0x3624: 0x78BAF374
0x3628: 0x4A38156B
0x362C: 0x69F93417
0x3630: 0x0421421D
0x3634: 0x7035F1C6
0x3638: 0x736891AB
0x363C: 0x7792EE50
0x3640: 0x5CC8ADC3
0x3644: 0x21BFB1E6
0x3648: 0x279D5912
0x364C: 0x6237B61F
0x3650: 0x408D8A2C
0x3654: 0x7662923B
0x3658: 0x1524B21A
0x365C: 0x0EEC5051
0x3660: 0x0F62C4E4
0x3664: 0x2A259A2D
0x3668: 0x5308BD24
0x366C: 0x4DE9C377
0x3670: 0x78D0C0BB
0x3674: 0x5205AD6A
0x3678: 0x0D64F763
0x367C: 0x337A159D
0x3680: 0x3AB66AE9
0x3684: 0x226D2C80
0x3688: 0x5539DA91
0x368C: 0x008A9A4F
0x3690: 0x20EA97A4
0x3694: 0x77960B3C
0x3698: 0x71A55E28
0x369C: 0x4252AE11
0x36A0: 0x6968A0B2
0x36A4: 0x7536DF60
0x36A8: 0x05D92915
0x36AC: 0x7C499575
0x36B0: 0x12A850F3
0x36B4: 0x26709F6B
0x36B8: 0x3AC496CA
0x36BC: 0x7D343839
0x36C0: 0x612852A3
0x36C4: 0x1F9009F7
0x36C8: 0x33A21D20
0x36CC: 0x79AC14C2
0x36D0: 0x0F9B5394
0x36D4: 0x462048FA
0x36D8: 0x42E50650
0x36DC: 0x4CED854F
0x36E0: 0x0FECFDCC
0x36E4: 0x4620DAD8
0x36E8: 0x20DE290E
0x36EC: 0x39CE4C0D
0x36F0: 0x39A68F57
0x36F4: 0x74FBBC1C
0x36F8: 0x15DCCD0C
0x36FC: 0x1DCEFF31
0x3700: 0x5678D9F2
0x3704: 0x6380B5DD
0x3708: 0x4CC46621
0x370C: 0x633BD145
0x3710: 0x192EB210
0x3714: 0x2DA795CC
0x3718: 0x7C059299
0x371C: 0x4983DCE0
0x3720: 0x5CD37904
0x3724: 0x0781DF0D
0x3728: 0x31F1C5AA
0x372C: 0x50D0CCA9
0x3730: 0x0526C729
0x3734: 0x7294FE7C
0x3738: 0x1BFB2E05
0x373C: 0x564B5345
0x3740: 0x2B37763C
0x3744: 0x4B4EBFF1
0x3748: 0x241B243A
0x374C: 0x3A5F6E4F
0x3750: 0x0CD89441
0x3754: 0x0CA26E6B
0x3758: 0x7C023A68
0x375C: 0x7F7CBBFB
0x3760: 0x5231D5F7
0x3764: 0x7E307485
0x3768: 0x6A8022DD
0x376C: 0x2C273B90
0x3770: 0x61CC8CD0
0x3774: 0x4DB02CFA
0x3778: 0x63D07775
0x377C: 0x664A9FA6
0x3780: 0x3501E594
0x3784: 0x5A87EBE8
0x3788: 0x21881574
0x378C: 0x434858CC
0x3790: 0x69EFFE32
0x3794: 0x6C849B44
0x3798: 0x33D8009F
0x379C: 0x7C3C003C
0x37A0: 0x513D81D4
0x37A4: 0x6D415428
0x37A8: 0x18EA6419
0x37AC: 0x53968C47
0x37B0: 0x455A297F
0x37B4: 0x4C8086A2
0x37B8: 0x38DF112D
0x37BC: 0x76DE3DA0
0x37C0: 0x674C4311
0x37C4: 0x3759417D
0x37C8: 0x67133025
0x37CC: 0x39921C22
0x37D0: 0x1D22C847
0x37D4: 0x30CC5AAE
0x37D8: 0x1144F550
0x37DC: 0x1EB7DA49
0x37E0: 0x45616375
0x37E4: 0x13917B1E
0x37E8: 0x0618B8AC
0x37EC: 0x319E3EE7
0x37F0: 0x6E6C2008
0x37F4: 0x05D76462
0x37F8: 0x1B19DCBF
0x37FC: 0x57A80EA5
0x3800: 0x7FA332C0
0x3804: 0x706208C2
0x3808: 0x7E4A7B9B
0x380C: 0x65FD9338
0x3810: 0x2ECB738F
0x3814: 0x09BA794D
0x3818: 0x60144A8F
0x381C: 0x30F44962
0x3820: 0x6890987F
0x3824: 0x5CE4D806
0x3828: 0x17B54F16
0x382C: 0x4D729580
0x3830: 0x0F4DAE60
0x3834: 0x336457DD
0x3838: 0x3F6429ED
0x383C: 0x377BF13F
0x3840: 0x434F5EF6
0x3844: 0x74C37B06
0x3848: 0x38321F0E
0x384C: 0x201AFDC6
0x3850: 0x16CCEFF2
0x3854: 0x08DAEAE2
0x3858: 0x4232EA5D
0x385C: 0x2175CBBB
0x3860: 0x619AA891
0x3864: 0x49DA2D6E
0x3868: 0x00DBA868
0x386C: 0x12EE8418
0x3870: 0x3931D7E8
0x3874: 0x064B3D69
0x3878: 0x34D0096F
0x387C: 0x7CE9A1D0
0x3880: 0x1D91F5F1
0x3884: 0x3B3C85AF
0x3888: 0x3F94F6B9
0x388C: 0x191B4E8B
0x3890: 0x1715BC78
0x3894: 0x0F87898E
0x3898: 0x784B8A8E
0x389C: 0x5FC0349C
0x38A0: 0x2206865A
0x38A4: 0x3DEC7031
0x38A8: 0x7E2BB0EA
0x38AC: 0x4F3A10BC
0x38B0: 0x66882437
0x38B4: 0x7A700298
0x38B8: 0x54CFCEC4
0x38BC: 0x6C43D58B
0x38C0: 0x64D2C3F6
0x38C4: 0x2B3D7D71
0x38C8: 0x209DF02F
0x38CC: 0x5A4DA305
0x38D0: 0x0A0A9120
0x38D4: 0x6496EB7F
0x38D8: 0x7F37A842
0x38DC: 0x139AB537
0x38E0: 0x047A48A0
0x38E4: 0x3A3ABCCD
0x38E8: 0x26C88525
0x38EC: 0x771CA36C
0x38F0: 0x1D84CFDD
0x38F4: 0x6058E8F3
0x38F8: 0x0F136E07
0x38FC: 0x47509062
0x3900: 0x502292B3
0x3904: 0x48F24934
0x3908: 0x52691B4A
0x390C: 0x4FCA41EB
0x3910: 0x13834E33
0x3914: 0x4627E3F6
0x3918: 0x151C9BB9
0x391C: 0x07569C99
0x3920: 0x486F4621
0x3924: 0x217E7899
0x3928: 0x0932A0E9
0x392C: 0x4EA20486
0x3930: 0x32F2CFD5
0x3934: 0x52CF6552
0x3938: 0x463B9300
0x393C: 0x7E3C0AA3
0x3940: 0x5EEF003D
0x3944: 0x7E8AA7E2
0x3948: 0x08D56C2D
0x394C: 0x73E813B0
0x3950: 0x1E2F941F
0x3954: 0x3ACF4580
0x3958: 0x0E3F2BF9
0x395C: 0x1ED1F556
0x3960: 0x134BCF02
0x3964: 0x648E85E3
0x3968: 0x185866C2
0x396C: 0x2F8A45AD
0x3970: 0x44C39EE4
0x3974: 0x0E73DF90
0x3978: 0x5E7C4CA0
0x397C: 0x505E4131
0x3980: 0x63F38BAA
0x3984: 0x2029CF54
0x3988: 0x5DF4DDD0
0x398C: 0x1FF8E992
0x3990: 0x58401D24
0x3994: 0x511B5C2D
0x3998: 0x454F48A7
0x399C: 0x2B5FC0F0
0x39A0: 0x066B5393
0x39A4: 0x3218C7A4
0x39A8: 0x13E4AC4D
0x39AC: 0x6FEF5683
0x39B0: 0x7F7F93E0
0x39B4: 0x58050E51
0x39B8: 0x6B84507A
0x39BC: 0x047EF5D4
0x39C0: 0x739D18C7
0x39C4: 0x60898D87
0x39C8: 0x06FD5140
0x39CC: 0x1FC20C08
0x39D0: 0x197F0818
0x39D4: 0x7579C263
0x39D8: 0x7601E161
0x39DC: 0x578DB777
0x39E0: 0x22A172E2
0x39E4: 0x6776D5A6
0x39E8: 0x13505F15
0x39EC: 0x38E6453A
0x39F0: 0x618D30DA
0x39F4: 0x1D00A306
0x39F8: 0x01FEAA96
0x39FC: 0x2291256E
0x3A00: 0x73CD7F37
0x3A04: 0x5E4DF373
0x3A08: 0x6B0972F7
0x3A0C: 0x336C1929
0x3A10: 0x55025F52
0x3A14: 0x60EB34D6
0x3A18: 0x60A24024
0x3A1C: 0x02C0B953
0x3A20: 0x4EE7C4A7
0x3A24: 0x5A926D8C
0x3A28: 0x2A4E531E
0x3A2C: 0x0D253671
0x3A30: 0x55D9AB6E
0x3A34: 0x12643C35
0x3A38: 0x0044F2D9
0x3A3C: 0x70B2446D
0x3A40: 0x069F1EE7
0x3A44: 0x5FAF0986
0x3A48: 0x6D38C54C
0x3A4C: 0x1F3AAA3A
0x3A50: 0x22DD421A
0x3A54: 0x3702DEBC
0x3A58: 0x0BA1C16D
0x3A5C: 0x74BA8BBB
0x3A60: 0x681E1725
0x3A64: 0x3CEAD633
0x3A68: 0x531085B6
0x3A6C: 0x231CDC35
0x3A70: 0x77A4214B
0x3A74: 0x3C0E6313
0x3A78: 0x3ED040F7
0x3A7C: 0x4BEFC378
0x3A80: 0x68E49812
0x3A84: 0x5213CDA5
0x3A88: 0x6F3D84BF
0x3A8C: 0x66AC4736
0x3A90: 0x573C12FF
0x3A94: 0x277D1F4B
0x3A98: 0x6F63C7F1
0x3A9C: 0x2E658231
0x3AA0: 0x425CE941
0x3AA4: 0x0BECCC78
0x3AA8: 0x16B1F3FE
0x3AAC: 0x67C0E8B4
0x3AB0: 0x47E25BC5
0x3AB4: 0x7DC448D3
0x3AB8: 0x28D39A84
0x3ABC: 0x699F627A
0x3AC0: 0x690A9B41
0x3AC4: 0x3D1ABB17
0x3AC8: 0x1E1803A9
0x3ACC: 0x48C4666C
0x3AD0: 0x7F3CC168
0x3AD4: 0x0160AD32
0x3AD8: 0x06ACB5F2
0x3ADC: 0x291AC9F7
0x3AE0: 0x4A467CC6
0x3AE4: 0x134DA7A0
0x3AE8: 0x0E10A6E3
0x3AEC: 0x3121D3E2
0x3AF0: 0x33498E3A
0x3AF4: 0x49C4ACAA
0x3AF8: 0x2BAB34F0
0x3AFC: 0x1D900CF3
0x3B00: 0x2CFD4704
0x3B04: 0x7F9FDB38
0x3B08: 0x51758875
0x3B0C: 0x2ECC22D6
0x3B10: 0x26274A53
0x3B14: 0x370AEA57
0x3B18: 0x4D51CE3B
0x3B1C: 0x65CB6938
0x3B20: 0x51F35C99
0x3B24: 0x23DBF7C3
0x3B28: 0x5560F801
0x3B2C: 0x0C524731
0x3B30: 0x28491396
0x3B34: 0x256E3943
0x3B38: 0x4EE16175
0x3B3C: 0x6281EE5C
0x3B40: 0x084DBA3D
0x3B44: 0x19A05D21
0x3B48: 0x148E6C60
0x3B4C: 0x431289FC
0x3B50: 0x66C24FF6
0x3B54: 0x7D2E6DEB
0x3B58: 0x3DB4C141
0x3B5C: 0x57528AC7
0x3B60: 0x3513673F
0x3B64: 0x2462B43B
0x3B68: 0x68FD8061
0x3B6C: 0x364BD46D
0x3B70: 0x6D8E876C
0x3B74: 0x6EB3ED4C
0x3B78: 0x58556924
0x3B7C: 0x65D80E5F
0x3B80: 0x62255CBC
0x3B84: 0x3FF7D1FF
0x3B88: 0x53CFE8C8
0x3B8C: 0x07E6C14A
0x3B90: 0x3EC60F8A
0x3B94: 0x341F2D10
0x3B98: 0x223AD68E
0x3B9C: 0x02CAEB27
0x3BA0: 0x222CA849
0x3BA4: 0x112CCBB2
0x3BA8: 0x4899C46B
0x3BAC: 0x2164049B
0x3BB0: 0x1AAAF73B
0x3BB4: 0x43A4D1D4
0x3BB8: 0x3E1FC78D
0x3BBC: 0x74D68925
0x3BC0: 0x38B3219D
0x3BC4: 0x7AD39113
0x3BC8: 0x63A83253
0x3BCC: 0x0A6F391B
0x3BD0: 0x52DE4F53
0x3BD4: 0x0AA63029
0x3BD8: 0x5428981A
0x3BDC: 0x014ED503
0x3BE0: 0x73772567
0x3BE4: 0x77ACDBCF
0x3BE8: 0x648C89C1
0x3BEC: 0x4526280A
0x3BF0: 0x1EBD779E
0x3BF4: 0x6F1DB47D
0x3BF8: 0x13C9EAB8
0x3BFC: 0x42090E6C
0x3C00: 0x6351138D
0x3C04: 0x5189C8FE
0x3C08: 0x565E89B8
0x3C0C: 0x2DFDD8A0
0x3C10: 0x4BA869FF
0x3C14: 0x010F5850
0x3C18: 0x4351FCCA
0x3C1C: 0x469A46DC
0x3C20: 0x0843F364
0x3C24: 0x5226E379
0x3C28: 0x4329DF56
0x3C2C: 0x22351003
0x3C30: 0x0192EE4F
0x3C34: 0x41458772
0x3C38: 0x57D2B749
0x3C3C: 0x6B59CBF1
0x3C40: 0x18C3F425
0x3C44: 0x2CBD3D91
0x3C48: 0x62A64BE4
0x3C4C: 0x14473D9C
0x3C50: 0x342EEBC6
0x3C54: 0x2070BC96
0x3C58: 0x6ADC9EE6
0x3C5C: 0x110D009F
0x3C60: 0x509646FD
0x3C64: 0x66F5154C
0x3C68: 0x637EA677
0x3C6C: 0x50AB2933
0x3C70: 0x071F09CF
0x3C74: 0x6ABCA575
0x3C78: 0x08E4A678
0x3C7C: 0x605DE24C
0x3C80: 0x4659701C
0x3C84: 0x1EE1D0E2
0x3C88: 0x76EFFA05
0x3C8C: 0x38B0AD0B
0x3C90: 0x0885D2CF
0x3C94: 0x40CB18C6
0x3C98: 0x01CFBABE
0x3C9C: 0x7CC82FEE
0x3CA0: 0x518F801D
0x3CA4: 0x60721374
0x3CA8: 0x3B9D31CB
0x3CAC: 0x0EB05EFE
0x3CB0: 0x4EDC4B7A
0x3CB4: 0x0D49F81C
0x3CB8: 0x301D995E
0x3CBC: 0x69E62C0E
0x3CC0: 0x2B918476
0x3CC4: 0x35BBCADB
0x3CC8: 0x546359BB
0x3CCC: 0x641406A7
0x3CD0: 0x7E90240A
0x3CD4: 0x5C82C48D
0x3CD8: 0x304F851F
0x3CDC: 0x24AABD13
0x3CE0: 0x6D829E54
0x3CE4: 0x412864B2
0x3CE8: 0x36504D70
0x3CEC: 0x78386655
0x3CF0: 0x69E93E79
0x3CF4: 0x6EA015A7
0x3CF8: 0x54CA6212
0x3CFC: 0x48284A13
0x3D00: 0x7D39D4FF
0x3D04: 0x6C14D799
0x3D08: 0x1334D1C9
0x3D0C: 0x392A91F1
0x3D10: 0x32BDAC43
0x3D14: 0x5F92449C
0x3D18: 0x57896687
0x3D1C: 0x14A0A8CA
0x3D20: 0x4228B7AC
0x3D24: 0x7817CE50
0x3D28: 0x654F5FA2
0x3D2C: 0x709FE361
0x3D30: 0x4EB7A979
0x3D34: 0x6174DB09
0x3D38: 0x2D493B97
0x3D3C: 0x27F26846
0x3D40: 0x2DCE9383
0x3D44: 0x692E5D6F
0x3D48: 0x0AA3D66A
0x3D4C: 0x58816926
0x3D50: 0x198B4A4E
0x3D54: 0x170B018E
0x3D58: 0x5864B7A9
0x3D5C: 0x2E8E98B5
0x3D60: 0x4C441538
0x3D64: 0x2BEBFAA5
0x3D68: 0x76E857EE
0x3D6C: 0x2B030B1F
0x3D70: 0x78061DF0
0x3D74: 0x52476D80
0x3D78: 0x69975801
0x3D7C: 0x18E496AD
0x3D80: 0x698EA984
0x3D84: 0x36E1D002
0x3D88: 0x65A41C55
0x3D8C: 0x51E06F7D
0x3D90: 0x51E58923
0x3D94: 0x60D434E2
0x3D98: 0x7EA2BC3E
0x3D9C: 0x2E7A4BFB
0x3DA0: 0x03264A52
0x3DA4: 0x60FD6B29
0x3DA8: 0x5FE12B11
0x3DAC: 0x33054D81
0x3DB0: 0x4549FABB
0x3DB4: 0x7650B11D
0x3DB8: 0x43ED9243
0x3DBC: 0x75A0925B
0x3DC0: 0x322BF127
0x3DC4: 0x06E9BE35
0x3DC8: 0x7FE5804D
0x3DCC: 0x55DA1BED
0x3DD0: 0x63CD6EDA
0x3DD4: 0x6DDB733F
0x3DD8: 0x4A8F218B
0x3DDC: 0x6C9BEAF3
0x3DE0: 0x409A9690
0x3DE4: 0x502C32BA
0x3DE8: 0x1CF64AE6
0x3DEC: 0x5751AFC2
0x3DF0: 0x020F21E2
0x3DF4: 0x01FF783D
0x3DF8: 0x768B466A
0x3DFC: 0x75D05A94
0x3E00: 0x07E5C58E
0x3E04: 0x5E77B843
0x3E08: 0x5705CEBB
0x3E0C: 0x1BDF38E5
0x3E10: 0x7DE441D2
0x3E14: 0x312BDA4B
0x3E18: 0x33C8565D
0x3E1C: 0x64D8D7C8
0x3E20: 0x58718599
0x3E24: 0x7D23821A
0x3E28: 0x732BEC6E
0x3E2C: 0x3406E984
0x3E30: 0x21373F0E
0x3E34: 0x64DB918F
0x3E38: 0x616B360D
0x3E3C: 0x769F912D
0x3E40: 0x2E422178
0x3E44: 0x7F09C31E
0x3E48: 0x41A5613A
0x3E4C: 0x2C5A8BF2
0x3E50: 0x1A3782FF
0x3E54: 0x0E27F5B6
0x3E58: 0x04C04DEE
0x3E5C: 0x7CA58023
0x3E60: 0x7076986A
0x3E64: 0x0073DFFE
0x3E68: 0x4C0D2432
0x3E6C: 0x5BA91348
0x3E70: 0x55F2B76D
0x3E74: 0x2F0B4983
0x3E78: 0x5D172C4A
0x3E7C: 0x74D7B4B3
0x3E80: 0x6E7DB774
0x3E84: 0x031484AD
0x3E88: 0x32AD100E
0x3E8C: 0x73EB2000
0x3E90: 0x22EAF6AC
0x3E94: 0x3DDA082B
0x3E98: 0x1591AAFF
0x3E9C: 0x7C5FD7A8
0x3EA0: 0x46753CFA
0x3EA4: 0x6DC43689
0x3EA8: 0x4CA29812
0x3EAC: 0x67C5BD4E
0x3EB0: 0x7606DA26
0x3EB4: 0x728488ED
0x3EB8: 0x169633EC
0x3EBC: 0x0C5401B3
0x3EC0: 0x3D43AD78
0x3EC4: 0x6408240E
0x3EC8: 0x7687F90B
0x3ECC: 0x53431EB8
0x3ED0: 0x314BE07B
0x3ED4: 0x617003A7
0x3ED8: 0x27A46DD3
0x3EDC: 0x51A70F99
0x3EE0: 0x3F74730C
0x3EE4: 0x1859C58B
0x3EE8: 0x34874CEA
0x3EEC: 0x05B4AED8
0x3EF0: 0x1ABB55A2
0x3EF4: 0x33B0598A
0x3EF8: 0x3A2E8471
0x3EFC: 0x33A3933E
0x3F00: 0x55B21718
0x3F04: 0x10CF2404
0x3F08: 0x46995FE6
0x3F0C: 0x3FAC1CF8
0x3F10: 0x5210B4FA
0x3F14: 0x39FDACD2
0x3F18: 0x2A5A0345
0x3F1C: 0x19A11E93
0x3F20: 0x4650DC4D
0x3F24: 0x047A9F45
0x3F28: 0x42BFA623
0x3F2C: 0x4E2CC846
0x3F30: 0x779292EC
0x3F34: 0x45CC204E
0x3F38: 0x7B9BBF0F
0x3F3C: 0x78A826C8
0x3F40: 0x4AADE243
0x3F44: 0x4C3B81BE
0x3F48: 0x3B43F0B2
0x3F4C: 0x27AFFD66
0x3F50: 0x34C56650
0x3F54: 0x33F4467B
0x3F58: 0x43964A6B
0x3F5C: 0x495518A3
0x3F60: 0x4FA697EA
0x3F64: 0x7D0F70D1
0x3F68: 0x3A1CA144
0x3F6C: 0x270FC35A
0x3F70: 0x2AAA6109
0x3F74: 0x1CBECF74
0x3F78: 0x1ED6DD04
0x3F7C: 0x7066D2E5
0x3F80: 0x4603E1CC
0x3F84: 0x6480E912
0x3F88: 0x7D2109E9
0x3F8C: 0x0845175A
0x3F90: 0x4ED577D4
0x3F94: 0x528FCA8E
0x3F98: 0x4EB89372
0x3F9C: 0x45BB368E
0x3FA0: 0x42E8B10B
0x3FA4: 0x0C13F03F
0x3FA8: 0x33C6D585
0x3FAC: 0x52ACC03E
0x3FB0: 0x403CD870
0x3FB4: 0x232B68BB
0x3FB8: 0x641F92DE
0x3FBC: 0x416B333E
0x3FC0: 0x6EA1AB88
0x3FC4: 0x78AB335E
0x3FC8: 0x2C8AAFAC
0x3FCC: 0x6477D778
0x3FD0: 0x6A3D20E9
0x3FD4: 0x06557F05
0x3FD8: 0x28CCC518
0x3FDC: 0x09234F12
0x3FE0: 0x5122585F
0x3FE4: 0x62B645FA
0x3FE8: 0x6AD042C8
0x3FEC: 0x78292A6C
0x3FF0: 0x1457AF35
0x3FF4: 0x387BF27E
0x3FF8: 0x2129925D
0x3FFC: 0x0A108980
0x4000: 0x16C2A69A
0x4004: 0xDEADBEEF
0x4008: 0x7E1FBFC5
0x400C: 0x07F93863
0x4010: 0x61B6D2B2
0x4014: 0x3193E447
0x4018: 0x21DC31F5
0x401C: 0x07A3B508
0x4020: 0x57561FC7
0x4024: 0x39D340FA
0x4028: 0x53C2D69A
0x402C: 0x029B442B
0x4030: 0x214987BB
0x4034: 0x47F728D8
0x4038: 0x71E20FDF
0x403C: 0x234990C9
0x4040: 0x5EC32527
0x4044: 0x68B51CEF
0x4048: 0x50C29085
0x404C: 0x00637015
0x4050: 0x4A0C1B0E
0x4054: 0x749E1270
0x4058: 0x64884072
0x405C: 0x74364E47
0x4060: 0x6E23BBC3
0x4064: 0x6BCBA63F
0x4068: 0x537EE4E5
0x406C: 0x6475B835
0x4070: 0x38626FEF
0x4074: 0x30537CB9
0x4078: 0x4EBF7C3E
0x407C: 0x1410CCA7
0x4080: 0x7A867213
0x4084: 0x63C6A461
0x4088: 0x45C47DCC
0x408C: 0x506729E5
0x4090: 0x09087637
0x4094: 0x2EA177E8
0x4098: 0x4C5EB922
0x409C: 0x2721A82B
0x40A0: 0x6DD9CBF2
0x40A4: 0x745C58BE
0x40A8: 0x449FD26E
0x40AC: 0x20A683A4
0x40B0: 0x1837A619
0x40B4: 0x7F979B59
0x40B8: 0x23B3F9BF
0x40BC: 0x478CCF31
0x40C0: 0x6CC4640F
